"Name","ExtraId","Control Name","Registry Key","Registry Value","Registry Value Type","CSP Name","CSP Path","CSP Value Type","Default Value: Domain Controller","Default Value: Member Server","Default Value: Workgroup Member","Allowed Value","Expected Value: Domain Controller","Expected Value: Member Server","Expected Value: Workgroup Member","Severity","Availability","Category","Description","CIS RuleID","CIS Control","STIG ID","NIST SP 800-53 Rev 5","Security Impact","Change Risk Level"
"UserRightsManageAuditingAndSecurityLog","CCE-35906-7","Manage auditing and security log",,,,"./Vendor/MSFT/Policy","Config/UserRights/ManageAuditingAndSecurityLog","String","*S-1-5-32-544","*S-1-5-32-544","*S-1-5-32-544","OneOf(Equals(''), AllOf(Pattern('^(\*S-1-[\d\-]+)(,\*S-1-[\d\-]+)*$')))","ContainsExactly('*S-1-5-32-544')","ContainsExactly('*S-1-5-32-544')","ContainsExactly('*S-1-5-32-544')","Critical","Domain Controller, Member Server, Workgroup Member","Security Policy","Configures 'Manage auditing and security log' per security baseline requirements to enforce organizational security policy.","2.2.37","6.8 (IG3)","WN25-UR-000170","AU-12, AU-12(3), AU-9","User-rights assignment 'Manage auditing and security log'. Restricting this privilege to the intended principals limits which accounts can perform this sensitive operation, keeping high-impact rights scoped to administrators.","Medium - Tightening rights can break service or admin accounts that depend on the privilege; validate assignments."
"UserRightsManageVolume","CCE-36143-6","Perform volume maintenance tasks",,,,"./Vendor/MSFT/Policy","Config/UserRights/ManageVolume","String","*S-1-5-32-544","*S-1-5-32-544","*S-1-5-32-544","OneOf(Equals(''), AllOf(Pattern('^(\*S-1-[\d\-]+)(,\*S-1-[\d\-]+)*$')))","ContainsExactly('*S-1-5-32-544')","ContainsExactly('*S-1-5-32-544')","ContainsExactly('*S-1-5-32-544')","Warning","Domain Controller, Member Server, Workgroup Member","Security Policy","Configures 'Perform volume maintenance tasks' per security baseline requirements to enforce organizational security policy.","2.2.41","6.8 (IG3)","WN25-UR-000190","AC-6(10)","User-rights assignment 'Perform volume maintenance tasks'. Restricting this privilege to the intended principals limits which accounts can perform this sensitive operation, keeping high-impact rights scoped to administrators.","Medium - Tightening rights can break service or admin accounts that depend on the privilege; validate assignments."
"UserRightsModifyFirmwareEnvironment","CCE-38113-7","Modify firmware environment values",,,,"./Vendor/MSFT/Policy","Config/UserRights/ModifyFirmwareEnvironment","String","*S-1-5-32-544","*S-1-5-32-544","*S-1-5-32-544","OneOf(Equals(''), AllOf(Pattern('^(\*S-1-[\d\-]+)(,\*S-1-[\d\-]+)*$')))","ContainsExactly('*S-1-5-32-544')","ContainsExactly('*S-1-5-32-544')","ContainsExactly('*S-1-5-32-544')","Warning","Domain Controller, Member Server, Workgroup Member","Security Policy","Configures 'Modify firmware environment values' per security baseline requirements to enforce organizational security policy.","2.2.40","6.8 (IG3)","WN25-UR-000180","AC-6(10)","User-rights assignment 'Modify firmware environment values'. Restricting this privilege to the intended principals limits which accounts can perform this sensitive operation, keeping high-impact rights scoped to administrators.","Medium - Tightening rights can break service or admin accounts that depend on the privilege; validate assignments."
"UserRightsModifyObjectLabel","CCE-36054-5","Modify an object label",,,,"./Vendor/MSFT/Policy","Config/UserRights/ModifyObjectLabel","String","''","''","''","OneOf(Equals(''), AllOf(Pattern('^(\*S-1-[\d\-]+)(,\*S-1-[\d\-]+)*$')))","Equals('')","Equals('')","Equals('')","Warning","Domain Controller, Member Server, Workgroup Member","Security Policy","Configures 'Modify an object label' per security baseline requirements to enforce organizational security policy.","2.2.39","6.8 (IG3)","NA","AC-2, CM-6","User-rights assignment 'Modify an object label'. Restricting this privilege to the intended principals limits which accounts can perform this sensitive operation, keeping high-impact rights scoped to administrators.","Medium - Tightening rights can break service or admin accounts that depend on the privilege; validate assignments."
"UserRightsProfileSingleProcess","CCE-37131-0","Profile single process",,,,"./Vendor/MSFT/Policy","Config/UserRights/ProfileSingleProcess","String","*S-1-5-32-544","*S-1-5-32-544","*S-1-5-32-544","OneOf(Equals(''), AllOf(Pattern('^(\*S-1-[\d\-]+)(,\*S-1-[\d\-]+)*$')))","ContainsExactly('*S-1-5-32-544')","ContainsExactly('*S-1-5-32-544')","ContainsExactly('*S-1-5-32-544')","Warning","Domain Controller, Member Server, Workgroup Member","Security Policy","Configures 'Profile single process' per security baseline requirements to enforce organizational security policy.","2.2.42","6.8 (IG3)","WN25-UR-000200","AC-6(10)","User-rights assignment 'Profile single process'. Restricting this privilege to the intended principals limits which accounts can perform this sensitive operation, keeping high-impact rights scoped to administrators.","Medium - Tightening rights can break service or admin accounts that depend on the privilege; validate assignments."
"UserRightsProfileSystemPerformance","CCE-36052-9","Profile system performance",,,,"./Vendor/MSFT/Policy","Config/UserRights/ProfileSystemPerformance","String","*S-1-5-32-544,*S-1-5-80-3139157870-2983391045-3678747466-658725712-1809340420","*S-1-5-32-544,*S-1-5-80-3139157870-2983391045-3678747466-658725712-1809340420","*S-1-5-32-544,*S-1-5-80-3139157870-2983391045-3678747466-658725712-1809340420","OneOf(Equals(''), AllOf(Pattern('^(\*S-1-[\d\-]+)(,\*S-1-[\d\-]+)*$')))","ContainsAtMost('*S-1-5-32-544', '*S-1-5-80-3139157870-2983391045-3678747466-658725712-1809340420')","ContainsAtMost('*S-1-5-32-544', '*S-1-5-80-3139157870-2983391045-3678747466-658725712-1809340420')","ContainsAtMost('*S-1-5-32-544', '*S-1-5-80-3139157870-2983391045-3678747466-658725712-1809340420')","Warning","Domain Controller, Member Server, Workgroup Member","Security Policy","Configures 'Profile system performance' per security baseline requirements to enforce organizational security policy.","2.2.43","6.8 (IG3)","NA","AC-2, CM-6","User-rights assignment 'Profile system performance'. Restricting this privilege to the intended principals limits which accounts can perform this sensitive operation, keeping high-impact rights scoped to administrators.","Medium - Tightening rights can break service or admin accounts that depend on the privilege; validate assignments."
"UserRightsRemoteShutdown","CCE-37877-8","Force shutdown from a remote system",,,,"./Vendor/MSFT/Policy","Config/UserRights/RemoteShutdown","String","*S-1-5-32-544","*S-1-5-32-544","*S-1-5-32-544","OneOf(Equals(''), AllOf(Pattern('^(\*S-1-[\d\-]+)(,\*S-1-[\d\-]+)*$')))","ContainsExactly('*S-1-5-32-544')","ContainsExactly('*S-1-5-32-544')","ContainsExactly('*S-1-5-32-544')","Critical","Domain Controller, Member Server, Workgroup Member","Security Policy","Configures 'Force shutdown from a remote system' per security baseline requirements to enforce organizational security policy.","2.2.29","6.8 (IG3)","WN25-UR-000110","AC-6(10)","User-rights assignment 'Force shutdown from a remote system'. Restricting this privilege to the intended principals limits which accounts can perform this sensitive operation, keeping high-impact rights scoped to administrators.","Medium - Tightening rights can break service or admin accounts that depend on the privilege; validate assignments."
"UserRightsReplaceProcessLevelToken","CCE-37430-6","Replace a process level token",,,,"./Vendor/MSFT/Policy","Config/UserRights/ReplaceProcessLevelToken","String","*S-1-5-19,*S-1-5-20","*S-1-5-19,*S-1-5-20","*S-1-5-19,*S-1-5-20","OneOf(Equals(''), AllOf(Pattern('^(\*S-1-[\d\-]+)(,\*S-1-[\d\-]+)*$')))","ContainsAtMost('*S-1-5-19', '*S-1-5-20')","ContainsAtMost('*S-1-5-19', '*S-1-5-20')","ContainsAtMost('*S-1-5-19', '*S-1-5-20')","Warning","Domain Controller, Member Server, Workgroup Member","Security Policy","Configures 'Replace a process level token' per security baseline requirements to enforce organizational security policy.","2.2.44","6.8 (IG3)","NA","AC-3, SC-12","User-rights assignment 'Replace a process level token'. Restricting this privilege to the intended principals limits which accounts can perform this sensitive operation, keeping high-impact rights scoped to administrators.","Medium - Tightening rights can break service or admin accounts that depend on the privilege; validate assignments."
"UserRightsRestoreFilesAndDirectories","CCE-37613-7","Restore files and directories",,,,"./Vendor/MSFT/Policy","Config/UserRights/RestoreFilesAndDirectories","String","*S-1-5-32-544","*S-1-5-32-544","*S-1-5-32-544","OneOf(Equals(''), AllOf(Pattern('^(\*S-1-[\d\-]+)(,\*S-1-[\d\-]+)*$')))","ContainsExactly('*S-1-5-32-544')","ContainsExactly('*S-1-5-32-544')","ContainsExactly('*S-1-5-32-544')","Warning","Domain Controller, Member Server, Workgroup Member","Security Policy","Configures 'Restore files and directories' per security baseline requirements to enforce organizational security policy.","2.2.45","6.8 (IG3)","WN25-UR-000210","AC-6(10)","User-rights assignment 'Restore files and directories'. Restricting this privilege to the intended principals limits which accounts can perform this sensitive operation, keeping high-impact rights scoped to administrators.","Medium - Tightening rights can break service or admin accounts that depend on the privilege; validate assignments."
"UserRightsShutDownTheSystem","CCE-38328-1","Shut down the system",,,,"./Vendor/MSFT/Policy","Config/UserRights/ShutDownTheSystem","String","*S-1-5-32-544","*S-1-5-32-544","*S-1-5-32-544","OneOf(Equals(''), AllOf(Pattern('^(\*S-1-[\d\-]+)(,\*S-1-[\d\-]+)*$')))","ContainsExactly('*S-1-5-32-544')","ContainsExactly('*S-1-5-32-544')","ContainsExactly('*S-1-5-32-544')","Warning","Domain Controller, Member Server, Workgroup Member","Security Policy","Configures 'Shut down the system' per security baseline requirements to enforce organizational security policy.","2.2.46","6.8 (IG3)","WN25-UR-000110","AC-6(10)","User-rights assignment 'Shut down the system'. Restricting this privilege to the intended principals limits which accounts can perform this sensitive operation, keeping high-impact rights scoped to administrators.","Medium - Tightening rights can break service or admin accounts that depend on the privilege; validate assignments."
"UserRightsTakeOwnership","CCE-38325-7","Take ownership of files or other objects",,,,"./Vendor/MSFT/Policy","Config/UserRights/TakeOwnership","String","*S-1-5-32-544","*S-1-5-32-544","*S-1-5-32-544","OneOf(Equals(''), AllOf(Pattern('^(\*S-1-[\d\-]+)(,\*S-1-[\d\-]+)*$')))","ContainsExactly('*S-1-5-32-544')","ContainsExactly('*S-1-5-32-544')","ContainsExactly('*S-1-5-32-544')","Critical","Domain Controller, Member Server, Workgroup Member","Security Policy","Configures 'Take ownership of files or other objects' per security baseline requirements to enforce organizational security policy.","2.2.48","6.8 (IG3)","WN25-UR-000220","AC-6(10)","User-rights assignment 'Take ownership of files or other objects'. Restricting this privilege to the intended principals limits which accounts can perform this sensitive operation, keeping high-impact rights scoped to administrators.","Medium - Tightening rights can break service or admin accounts that depend on the privilege; validate assignments."
"WindowsHelloAntiSpoofing",,"Configure enhanced anti-spoofing","HKLM:\SOFTWARE\Policies\Microsoft\Biometrics\FacialFeatures","EnhancedAntiSpoofing","REG_DWORD",,,,"1","1","1","Range(0, 1)","Equals(1)","Equals(1)","Equals(1)","Critical","Domain Controller, Member Server, Workgroup Member","Registry","Configures 'Configure enhanced anti-spoofing' per security baseline requirements to enforce organizational security policy.","18.10.9.1.1","Not Mapped","NA","CM-6","Enables enhanced anti-spoofing for Windows Hello facial recognition, hardening biometric logon against presentation/spoof attacks.","Low - Affects Windows Hello face auth only; minimal server impact."
"WindowsLogonAllowAutomaticRestartSignOn","CCE-36977-7","Sign-in last interactive user automatically after a system-initiated restart","HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System","DisableAutomaticRestartSignOn","REG_DWORD",,,,"1","1","1","Range(0, 1)","Equals(1)","Equals(1)","Equals(1)","Critical","Domain Controller, Member Server, Workgroup Member","Registry","Configures 'Sign-in last interactive user automatically after a system-initiated restart' per security baseline requirements to enforce organizational security policy.","18.10.83.2","Not Mapped","WN25-CC-000450","CM-6","Controls automatic sign-in of the last interactive user after an update-driven restart, balancing unattended-recovery against leaving a session unlocked.","Low - Affects post-update auto-logon behavior; minimal impact."
"WindowsLogonConfigAutomaticRestartSignOn",,"Sign-in and lock last interactive user automatically after a restart","HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System","AutomaticRestartSignOnConfig","REG_DWORD",,,,"1","1","1","Range(0, 1)","Equals(1)","Equals(1)","Equals(1)","Important","Domain Controller, Member Server, Workgroup Member","Registry","Configures 'Sign-in and lock last interactive user automatically after a restart' per security baseline requirements to enforce organizational security policy.","18.10.83.2","Not Mapped","WN25-CC-000450","CM-6","Automatically signs in and then locks the last interactive user after a restart, restoring session state while keeping the console locked.","Low - Post-restart session behavior; minimal impact."
"WindowsLogonDisableLockScreenAppNotifications","CCE-35893-7","Turn off app notifications on the lock screen","HKLM:\SOFTWARE\Policies\Microsoft\Windows\System","DisableLockScreenAppNotifications","REG_DWORD",,,,"1","1","1","Range(0, 1)","Equals(1)","Equals(1)","Equals(1)","Warning","Domain Controller, Member Server, Workgroup Member","Registry","Configures 'Turn off app notifications on the lock screen' per security baseline requirements to enforce organizational security policy.","18.9.29.5","4.8 (IG2, IG3)","NA","CM-6","Logon/lock-screen exposure control 'Turn off app notifications on the lock screen'. Reduces information disclosed at the lock screen or sign-in (usernames, account details, UI surfaces) that aids targeting or unattended-console abuse.","Low - User-experience hardening; minimal functional impact."
"WindowsLogonDontDisplayNetworkSelectionUI","CCE-38353-9","Do not display network selection UI","HKLM:\SOFTWARE\Policies\Microsoft\Windows\System","DontDisplayNetworkSelectionUI","REG_DWORD",,,,"1","1","1","Range(0, 1)","Equals(1)","Equals(1)","Equals(1)","Warning","Domain Controller, Member Server, Workgroup Member","Registry","Configures 'Do not display network selection UI' per security baseline requirements to enforce organizational security policy.","18.9.29.2","Not Mapped","WN25-CC-000170","CM-7","Logon/lock-screen exposure control 'Do not display network selection UI'. Reduces information disclosed at the lock screen or sign-in (usernames, account details, UI surfaces) that aids targeting or unattended-console abuse.","Low - User-experience hardening; minimal functional impact."
